DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
26/04/2019,58.00,CAV,55.50,58.00,55.50,1690.00
25/04/2019,58.00,CAV,58.00,58.00,58.00,1000.00
24/04/2019,58.00,CAV,58.00,58.00,57.00,3350.00
23/04/2019,58.00,CAV,58.00,58.40,58.00,630.00
22/04/2019,58.80,CAV,59.70,59.70,58.70,1320.00
19/04/2019,56.70,CAV,57.90,57.90,56.70,90.00
18/04/2019,58.00,CAV,58.00,58.00,56.80,3420.00
17/04/2019,58.00,CAV,57.50,58.00,57.50,200.00
16/04/2019,58.00,CAV,58.80,58.80,55.70,4050.00
12/04/2019,58.00,CAV,58.00,58.00,58.00,2100.00
11/04/2019,59.00,CAV,57.90,59.00,57.90,150.00
10/04/2019,58.00,CAV,58.00,58.00,58.00,10.00
09/04/2019,58.00,CAV,58.00,58.00,58.00,0.00
08/04/2019,58.00,CAV,55.90,58.00,55.90,1050.00
05/04/2019,58.00,CAV,58.00,58.00,58.00,0.00
04/04/2019,58.00,CAV,58.00,58.00,56.00,290.00
03/04/2019,58.00,CAV,56.50,58.00,56.50,110.00
02/04/2019,57.00,CAV,57.00,57.00,57.00,500.00
01/04/2019,57.00,CAV,57.50,57.50,57.00,16700.00
29/03/2019,57.00,CAV,55.10,57.00,55.10,1170.00
28/03/2019,58.00,CAV,57.00,58.00,57.00,3600.00
27/03/2019,55.70,CAV,57.50,57.50,55.70,20.00
26/03/2019,57.50,CAV,58.00,58.00,57.50,160.00
25/03/2019,57.00,CAV,58.00,58.00,57.00,19900.00
22/03/2019,57.00,CAV,57.00,57.00,57.00,110.00
21/03/2019,57.00,CAV,57.00,57.00,57.00,200.00
20/03/2019,57.00,CAV,57.10,57.10,57.00,1470.00
19/03/2019,57.50,CAV,58.00,58.00,57.50,130.00
18/03/2019,57.00,CAV,57.50,57.50,57.00,7160.00
15/03/2019,57.50,CAV,57.50,57.50,57.50,0.00
14/03/2019,57.50,CAV,58.00,58.00,57.50,2000.00
13/03/2019,58.00,CAV,58.00,58.00,58.00,1310.00
12/03/2019,58.00,CAV,58.00,58.00,58.00,2020.00
11/03/2019,59.10,CAV,59.10,59.10,59.10,10.00
08/03/2019,58.60,CAV,58.60,58.60,58.60,600.00
07/03/2019,58.60,CAV,58.60,58.60,58.60,0.00
06/03/2019,58.60,CAV,58.60,58.60,58.60,0.00
05/03/2019,58.60,CAV,57.00,58.60,57.00,550.00
04/03/2019,58.00,CAV,57.50,58.00,57.50,910.00
01/03/2019,59.00,CAV,57.20,59.00,57.00,1200.00
28/02/2019,58.60,CAV,57.50,58.60,57.00,530.00
27/02/2019,59.00,CAV,59.00,59.00,59.00,0.00
26/02/2019,59.00,CAV,57.50,59.00,57.50,2110.00
25/02/2019,59.00,CAV,58.60,59.00,58.60,520.00
22/02/2019,58.50,CAV,57.50,58.50,57.50,1170.00
21/02/2019,59.00,CAV,58.50,59.00,57.50,120.00
20/02/2019,59.80,CAV,59.80,59.80,59.80,0.00
19/02/2019,59.80,CAV,59.80,59.80,59.80,500.00
18/02/2019,59.80,CAV,59.80,59.80,59.80,0.00
15/02/2019,59.80,CAV,59.50,60.00,58.60,2840.00
14/02/2019,63.00,CAV,59.00,63.00,59.00,110.00
13/02/2019,59.00,CAV,59.00,59.00,59.00,0.00
12/02/2019,59.00,CAV,59.50,59.50,55.50,360.00
11/02/2019,59.50,CAV,60.00,60.00,59.50,350.00
01/02/2019,60.10,CAV,62.00,62.00,58.50,2040.00
31/01/2019,59.50,CAV,59.50,59.50,59.50,0.00
30/01/2019,59.50,CAV,59.50,59.50,59.50,0.00
29/01/2019,59.50,CAV,59.50,59.50,59.50,0.00
28/01/2019,59.50,CAV,57.00,59.50,56.00,770.00
25/01/2019,60.00,CAV,57.60,60.00,57.60,540.00
24/01/2019,58.00,CAV,57.00,59.80,57.00,1220.00
23/01/2019,56.00,CAV,56.00,56.00,56.00,100.00
22/01/2019,56.00,CAV,56.00,56.00,56.00,300.00
21/01/2019,56.00,CAV,56.00,56.00,56.00,0.00
18/01/2019,56.00,CAV,56.00,56.00,56.00,0.00
17/01/2019,56.00,CAV,56.00,56.00,56.00,0.00
16/01/2019,56.00,CAV,56.50,56.50,56.00,1500.00
15/01/2019,56.50,CAV,57.00,57.00,56.50,3550.00
14/01/2019,57.00,CAV,57.00,57.00,57.00,9600.00
11/01/2019,57.00,CAV,57.00,57.00,57.00,10200.00
10/01/2019,57.00,CAV,57.00,57.00,57.00,1000.00
09/01/2019,57.00,CAV,57.00,57.00,57.00,1000.00
08/01/2019,57.00,CAV,57.00,57.00,57.00,4410.00
07/01/2019,57.00,CAV,55.50,57.00,54.50,620.00
04/01/2019,57.00,CAV,57.00,57.00,57.00,0.00
03/01/2019,57.00,CAV,55.50,57.00,55.50,5090.00
02/01/2019,57.00,CAV,57.00,57.00,57.00,0.00
28/12/2018,57.00,CAV,56.00,57.00,54.00,2930.00
27/12/2018,57.00,CAV,56.90,57.00,56.90,4310.00
26/12/2018,57.00,CAV,56.50,57.00,56.50,2560.00
25/12/2018,57.00,CAV,55.00,57.00,55.00,4700.00
24/12/2018,57.00,CAV,55.60,57.00,55.60,3540.00
21/12/2018,55.60,CAV,54.50,55.90,54.00,660.00
20/12/2018,53.10,CAV,53.10,53.10,53.10,0.00
19/12/2018,53.10,CAV,54.00,54.00,53.10,30.00
18/12/2018,55.00,CAV,55.40,55.40,55.00,670.00
17/12/2018,55.10,CAV,55.00,55.10,54.90,1990.00
14/12/2018,55.90,CAV,55.90,55.90,55.90,10.00
13/12/2018,55.50,CAV,55.00,55.50,55.00,250.00
12/12/2018,53.60,CAV,57.00,57.00,53.60,13810.00
11/12/2018,57.00,CAV,57.00,57.00,57.00,1070.00
10/12/2018,58.50,CAV,58.20,58.50,58.20,17100.00
07/12/2018,58.20,CAV,58.00,58.20,58.00,11120.00
06/12/2018,58.20,CAV,58.00,58.20,58.00,3470.00
05/12/2018,58.00,CAV,58.00,58.30,58.00,8160.00
04/12/2018,58.00,CAV,58.20,58.20,58.00,16300.00
03/12/2018,58.00,CAV,58.00,58.00,58.00,20390.00
30/11/2018,58.00,CAV,58.00,58.00,58.00,27020.00
29/11/2018,58.00,CAV,58.00,58.00,57.50,29000.00
28/11/2018,58.00,CAV,58.00,58.00,58.00,50.00
27/11/2018,58.00,CAV,57.00,58.00,57.00,24350.00
26/11/2018,57.00,CAV,55.60,57.00,55.60,2020.00
23/11/2018,55.60,CAV,55.60,55.60,55.60,160.00
22/11/2018,55.50,CAV,55.50,57.50,55.50,13140.00
21/11/2018,55.50,CAV,56.20,56.20,55.50,1200.00
20/11/2018,56.10,CAV,57.90,58.00,56.10,15990.00
19/11/2018,57.50,CAV,56.50,57.50,56.50,23940.00
16/11/2018,56.00,CAV,56.50,60.30,56.00,49100.00
15/11/2018,56.50,CAV,56.50,56.50,56.50,1200.00
14/11/2018,56.20,CAV,56.00,56.20,56.00,2240.00
13/11/2018,55.00,CAV,55.50,56.50,55.00,5680.00
12/11/2018,55.90,CAV,55.90,55.90,55.90,0.00
09/11/2018,55.90,CAV,55.50,56.10,55.50,360.00
08/11/2018,55.50,CAV,55.50,55.50,55.50,0.00
07/11/2018,55.50,CAV,55.50,55.50,55.50,100.00
06/11/2018,55.50,CAV,55.50,55.50,55.50,2350.00
05/11/2018,55.50,CAV,55.50,55.50,55.50,410.00
02/11/2018,55.50,CAV,54.50,55.50,54.50,360.00
01/11/2018,55.00,CAV,53.50,55.00,53.50,2140.00
31/10/2018,54.50,CAV,54.00,54.50,54.00,40.00
30/10/2018,53.50,CAV,54.80,55.50,53.50,1600.00
29/10/2018,57.00,CAV,57.00,57.00,57.00,0.00
26/10/2018,57.00,CAV,57.00,57.00,57.00,0.00
25/10/2018,57.00,CAV,55.10,57.00,55.10,40.00
24/10/2018,55.60,CAV,55.60,55.60,55.60,0.00
23/10/2018,55.60,CAV,56.00,56.00,55.50,1400.00
22/10/2018,57.00,CAV,57.00,57.00,57.00,500.00
19/10/2018,57.10,CAV,57.10,57.10,57.10,0.00
18/10/2018,57.10,CAV,56.90,57.10,56.90,850.00
17/10/2018,57.10,CAV,57.10,57.10,57.10,10.00
16/10/2018,55.00,CAV,55.00,55.00,55.00,0.00
15/10/2018,55.00,CAV,57.00,57.00,55.00,4480.00
12/10/2018,57.00,CAV,57.00,57.00,57.00,5020.00
11/10/2018,57.00,CAV,58.00,58.00,56.00,4380.00
10/10/2018,57.00,CAV,58.00,58.00,57.00,2610.00
09/10/2018,58.00,CAV,57.50,58.00,57.50,2100.00
08/10/2018,57.50,CAV,57.50,57.50,57.50,0.00
05/10/2018,57.50,CAV,58.20,58.20,57.50,200.00
04/10/2018,58.20,CAV,58.20,58.20,58.20,1100.00
03/10/2018,58.20,CAV,58.20,58.20,57.50,17800.00
02/10/2018,58.20,CAV,58.20,58.20,57.90,6100.00
01/10/2018,58.20,CAV,58.20,58.20,57.60,5110.00
28/09/2018,58.20,CAV,57.80,58.20,57.70,12320.00
27/09/2018,57.70,CAV,58.00,58.20,57.60,6440.00
