ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ACV,2019-08-27,81.8,81.8,81.6,81.8,81.702,81.8,71803.0,
ACV,2019-08-26,82.0,82.3,81.1,81.8,81.735,81.8,91680.0,
ACV,2019-08-23,81.5,82.3,81.4,82.0,81.849,82.0,28465.0,
ACV,2019-08-22,81.9,82.0,81.2,81.3,81.546,81.3,65290.0,
ACV,2019-08-21,82.5,82.5,81.8,81.8,81.93,81.8,69397.0,
ACV,2019-08-20,83.3,84.0,82.4,82.5,83.271,82.5,25400.0,
ACV,2019-08-19,82.1,83.9,81.6,83.5,82.773,83.5,68920.0,
