ticker_code,company_name,company_full_name,sector,exchange
THT,VHTC,Công ty Cổ phần than Hà Tu – Vinacomin,Basic Resources,HNX
THU,URENCO THANH HOA,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Industrial Goods & Services,UPCOM
THV,"Thai Hoa Group.,JSC",Công ty Cổ phần Tập đoàn Thái Hòa Việt Nam,Food & Beverage,OTC
THW,CTCP cấp nước Tân Hòa,Công ty cổ phần cấp nước Tân Hòa,Utilities,UPCOM
TID,Công ty cổ phần Tổng công ty Tín Nghĩa,Công ty cổ phần Tổng công ty Tín Nghĩa,Real Estate,UPCOM
TIE,TIE JSC,Công ty Cổ phần TIE,Retail,UPCOM
TIG,"THANGLONG INVEST GROUP.,JSC",Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Real Estate,HNX
TIP,TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Real Estate,HOSTC
TIS,TISCO,Công ty Cổ phần Gang thép Thái Nguyên,Basic Resources,UPCOM
TIX,TANIMEX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Real Estate,HOSTC
