ticker_code,company_name,company_full_name,sector,exchange
VPW,VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Utilities,UPCOM
VQC,VINACOMIN QUACONTROL VQC,Công ty Cổ phần Giám định Vinacomin,Industrial Goods & Services,UPCOM
VRC,VRC,Công ty cổ phần Bất động sản và Đầu tư VRC,Real Estate,HOSTC
VRE,Vincom Retail,Công ty Cổ phần Vincom Retail,Real Estate,HOSTC
VRG,VINARUCO,Công ty Cổ phần Phát triển đô thị và Khu công nghiệp Cao su Việt Nam,Construction & Materials,UPCOM
VSA,Vosa Corporation,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Industrial Goods & Services,HNX
VSC,Viconship,Công ty Cổ phần Container Việt Nam,Industrial Goods & Services,HOSTC
VSE,"VEC SERVICES ., JSC",Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam,Industrial Goods & Services,UPCOM
VSF,Tổng công ty Lương thực Miền Nam - Công ty cổ phần,Tổng Công ty Lương thực Miền Nam – Công ty cổ phần,Food & Beverage,UPCOM
VSG,VICONSHIP SAIGON,Công ty Cổ phần Container phía Nam,Industrial Goods & Services,UPCOM
