ticker_code,company_name,company_full_name,sector,exchange
BEL,CTCP Điện tử Biên Hòa,CÔNG TY CỔ PHẦN ĐIỆN TỬ BIÊN HÒA,Technology,UPCOM
BFC,BFC,Công ty Cổ phần Phân bón Bình Điền,Chemicals,HOSTC
BGM,"BAC GIANG EXPLOITABLE.,JSC",Công ty Cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,Basic Resources,OTC
BGW,Công ty Cổ phần Nước sạch Bắc Giang,Công ty Cổ phần Nước sạch Bắc Giang,Utilities,UPCOM
BHA,BHHC,Công ty Cổ phần Thủy điện Bắc Hà,Utilities,UPCOM
BHC,BICONCO,Công ty Cổ phần Bê tông Biên Hòa,Industrial Goods & Services,UPCOM
BHEC,Công ty Cổ phần Năng Lượng Bắc Hà,Công ty Cổ phần Năng lượng Bắc Hà,Utilities,OTC
BHG,BIENHOCO,Công ty cổ phần Chè Biển Hồ,Food & Beverage,UPCOM
BHK,Công ty Bia Kim Bài,Công ty cổ phần Bia Hà Nội - Kim Bài,Food & Beverage,UPCOM
BHN,HABECO,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Food & Beverage,HOSTC
