ticker_code,company_name,company_full_name,sector,exchange
IME,IMECO JSC,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Construction & Materials,UPCOM
IMP,IMP,Công ty Cổ phần dược phẩm Imexpharm,Health Care,HOSTC
IN4,IN 4 JSC,Công ty Cổ phần In số 4,Media,UPCOM
INC,IDICO-INCON,Công ty Cổ phần Tư vấn Đầu tư IDICO,Industrial Goods & Services,HNX
INN,INN,Công ty Cổ phần Bao bì và In nông nghiệp,Media,HNX
IPA,"I.P.A GROUP.,JSC",Công ty Cổ phần Tập đoàn đầu tư I.P.A,Financial Services,UPCOM
IPH,PSFP,Công ty TNHH MTV In và phát triển biểu mẫu thống kê,Media,UPCOM
IRC,Công ty cổ phần Cao su Công nghiệp,Công ty cổ phần Cao su Công nghiệp,Automobiles & Parts,UPCOM
ISG,ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động quốc tế,Industrial Goods & Services,UPCOM
ISH,IDICO - SHP,Công ty Cổ phần thủy điện SROK Phu Miêng IDICO,Utilities,UPCOM
