ticker_code,company_name,company_full_name,sector,exchange
SPC,SPC,Công ty Cổ phần Bảo vệ thực vật Sài Gòn,Chemicals,UPCOM
SPD,SEADANANG,Công ty Cổ phần Xuất nhập khẩu Thủy sản miền Trung,Food & Beverage,UPCOM
SPH,SEAPRODEX HA NOI,Công ty Cổ phần xuất nhập khẩu thủy sản Hà Nội,Food & Beverage,UPCOM
SPI,Công ty cổ phần SPI,Công ty Cổ phần SPI,Industrial Goods & Services,HNX
SPM,S.P.M Corp,Công ty Cổ phần S.P.M,Health Care,HOSTC
SPP,SAPLASTIC.JSC,Công ty Cổ phần Bao bì Nhựa Sài Gòn,Industrial Goods & Services,HNX
SPV,SEASPIMEX - VIỆT NAM,Công ty cổ phần Thủy Đặc Sản,Food & Beverage,UPCOM
SQC,SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Basic Resources,UPCOM
SRA,SARA.JSC,Công ty Cổ phần Sara Việt Nam,Technology,HNX
SRB,SARA Group JSC,Công ty Cổ phần Tập đoàn SARA,Industrial Goods & Services,UPCOM
