ticker_code,company_name,company_full_name,sector,exchange
VIW,,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,Construction & Materials,UPCOM
VIX,CTCP Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Financial Services,HNX
VJC,VIETJET JSC,Công ty cổ phần Hàng không VIETJET,Travel & Leisure,HOSTC
VKC,VKC,Công ty Cổ phần Cáp Nhựa Vĩnh Khánh,Industrial Goods & Services,HNX
VKD,Khanh Hoa Mineral Water JSC,Công ty Cổ phần Nước khoáng Khánh Hòa - FIT Beverage,Food & Beverage,UPCOM
VKP,VIKY PLASTIC Co.,Công ty Cổ phần Nhựa Tân Hóa,Industrial Goods & Services,UPCOM
VLA,VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Technology,HNX
VLB,BBCC,Công ty Cổ phần Xây dựng và Sản xuất vật liệu xây dựng Biên Hòa,Construction & Materials,UPCOM
VLC,VILICO,Tổng Công ty Chăn nuôi Việt Nam - CTCP,Food & Beverage,UPCOM
VLF,Vinh Long Food,Công ty Cổ phần Lương thực thực phẩm Vĩnh Long,Retail,UPCOM
