ticker_code,company_name,company_full_name,sector,exchange
SSU,Urenco Soc Son,Công ty Cổ phần Môi trường Đô thị Sóc Sơn,Industrial Goods & Services,UPCOM
ST8,SJC,Công ty Cổ phần Siêu Thanh,Technology,HOSTC
STB,SACOMBANK,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Banks,HOSTC
STC,STB JSC.,Công ty Cổ phần Sách và Thiết bị trường học TP Hồ Chí Minh,Media,HNX
STG,SOTRANS,Công ty Cổ phần Kho vận miền Nam,Industrial Goods & Services,HOSTC
STK,STK,Công ty Cổ phần Sợi thế kỷ,Chemicals,HOSTC
STL,Song Da - Thang Long.JSC,Công ty Cổ phần Sông Đà - Thăng Long,Real Estate,UPCOM
STP,STP,Công ty Cổ phần công nghiệp thương mại Sông Đà,Industrial Goods & Services,HNX
STS,TRANACO,Công ty Cổ phần Dịch vụ Vận tải Sài Gòn,Industrial Goods & Services,UPCOM
STT,STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Travel & Leisure,UPCOM
