ticker_code,company_name,company_full_name,sector,exchange
BCM,BECAMEX IDC CORP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Construction & Materials,UPCOM
BCP,Becamex Pharma,Công ty Cổ phần Dược Becamex,Health Care,UPCOM
BDB,BIDIBOOK,Công ty Cổ phần Sách và Thiết bị Bình Định,Retail,HNX
BDC,BDCC,Tổng Công ty Xây dựng Bạch Đằng - CTCP,Construction & Materials,UPCOM
BDF,Giày Bình Định,Công ty Cổ phần Giày Bình Định,Personal & Household Goods,UPCOM
BDG,Protrade Garment JSC,CÔNG TY CỔ PHẦN MAY MẶC BÌNH DƯƠNG,Personal & Household Goods,UPCOM
BDP,ORIENTAL SEA JSC,Công ty cổ phần Biệt thự và Khách sạn Biển Đông Phương,Real Estate,UPCOM
BDT,Dong Thap BMC,Công ty cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,Construction & Materials,UPCOM
BDW,BIDIWASSCO,Công ty Cổ phần Cấp thoát nước Bình Định,Utilities,UPCOM
BED,DANANGBOOK,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,Retail,HNX
