ticker_code,company_name,company_full_name,sector,exchange
PPH,Phong Phu Corp.,Tổng Công ty Cổ phần Phong Phú,Personal & Household Goods,UPCOM
PPI,PPI JSC,Công ty Cổ phần Phát triển hạ tầng và Bất động sản Thái Bình Dương,Real Estate,UPCOM
PPP,PP.Pharco,Công ty Cổ phần Dược phẩm Phong Phú,Health Care,HNX
PPS,PV Power Services,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,Industrial Goods & Services,HNX
PPY,PV OIL PHÚ YÊN,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,Oil & Gas,HNX
PRC,Portserco,Công ty Cổ phần Portserco,Industrial Goods & Services,HNX
PRO,PROCIMEX,Công ty Cổ phần Procimex Việt Nam,Food & Beverage,UPCOM
PRT,Tổng Công ty cổ phần Sản xuất – Xuất nhập khẩu Bình Dương,Tổng Công ty cổ phần Sản xuất – Xuất nhập khẩu Bình Dương,Construction & Materials,UPCOM
PSB,PVSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai - Bến Đình,Construction & Materials,UPCOM
PSC,PTS SaiGon,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Industrial Goods & Services,HNX
