ticker_code,company_name,company_full_name,sector,exchange
EFI,EFI,Công ty Cổ phần Đầu tư tài chính giáo dục,Retail,UPCOM
EIB,Eximbank,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Banks,HOSTC
EIC,EVN Quốc tế,Công ty Cổ phần EVN Quốc tế,Utilities,UPCOM
EID,HEID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,Media,HNX
EIN,ECINVEST,Công ty cổ phần Đầu tư - Thương mại - Dịch vụ Điện lực,Real Estate,UPCOM
ELC,ELCOM Corp,Công ty Cổ phần Đầu tư Phát triển Công nghệ điện tử - Viễn thông,Technology,HOSTC
EMC,THUDUC EMC JSC,Công ty Cổ phần Cơ Điện Thủ Đức,Industrial Goods & Services,HOSTC
EME,EMEC,Công ty Cổ phần Điện Cơ,Construction & Materials,UPCOM
EMG,"EMESCO.,JSC",Công ty Cổ Phần Thiết Bị Phụ Tùng Cơ điện,Industrial Goods & Services,UPCOM
EMS,"VNPOST EXPRESS., JSC",Tổng Công ty Chuyển phát nhanh Bưu điện – Công ty cổ phần,Industrial Goods & Services,UPCOM
