ticker_code,company_name,company_full_name,sector,exchange
SKG,Superdong FF - (KG) Joint Stock Company,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang,Industrial Goods & Services,HOSTC
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Food & Beverage,UPCOM
SKN,Công ty CP NGK Sanna Khánh Hòa,Công ty cổ phần Nước giải khát Sanna Khánh Hòa,Food & Beverage,UPCOM
SKS,Song Da-TC.JSC,Công ty Cổ phần Công trình giao thông sông Đà,Construction & Materials,OTC
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Food & Beverage,UPCOM
SLC,SULECO,Công ty cổ phần dịch vụ xuất khẩu lao động và chuyên gia,Industrial Goods & Services,OTC
SLS,SLS,Công ty Cổ phần Mía đường Sơn La,Food & Beverage,HNX
SMA,SaiGon Machinco,Công ty Cổ phần Thiết bị phụ tùng Sài Gòn,Industrial Goods & Services,HOSTC
SMB,SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Food & Beverage,HOSTC
SMC,SMC,Công ty Cổ phần đầu tư thương mại SMC,Basic Resources,HOSTC
