ticker_code,company_name,company_full_name,sector,exchange
BSH,"SABECO - HANOI.,CORP",Công ty Cổ phần Bia Sài Gòn - Hà Nội,Food & Beverage,UPCOM
BSI,BSC,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Financial Services,HOSTC
BSL,SAIGON-SONGLAM BEER JSC,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Food & Beverage,UPCOM
BSP,Sai Gon - Phu Tho Beer JSC,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Food & Beverage,UPCOM
BSQ,CTCP Bia Sài Gòn - Quảng Ngãi,Công ty cổ phần Bia Sài Gòn - Quảng Ngãi,Food & Beverage,UPCOM
BSR,BSR,Công ty cổ phần Lọc – Hóa dầu Bình Sơn,Oil & Gas,UPCOM
BST,BISATHICO,Công ty Cổ phần Sách - Thiết bị Bình Thuận,Retail,HNX
BT1,PSC.1,Công ty cổ phần bảo vệ thực vật 1 Trung Ương,Chemicals,UPCOM
BT6,BETON 6,Công ty Cổ phần Beton 6,Construction & Materials,UPCOM
BTB,HATHABEER,Công ty Cổ phần Bia Hà Nội - Thái Bình,Food & Beverage,UPCOM
