ticker_code,company_name,company_full_name,sector,exchange
C4G,Tập đoàn CIENCO4,Công ty cổ phần Tập đoàn CIENCO4,Construction & Materials,UPCOM
C69,"1369 CO., JSC",Công ty cổ phần Xây dựng 1369,Construction & Materials,HNX
C71,JSC 471,Công ty Cổ phần 471,Construction & Materials,UPCOM
C92,C92,Công ty Cổ phần Xây dựng và Đầu tư 492,Construction & Materials,HNX
CAD,Cadovimex - Vietnam,Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản Cadovimex,Food & Beverage,UPCOM
CAG,APG,Công ty Cổ phần Cảng An Giang,Industrial Goods & Services,HNX
CAM,CAMENCO,Công ty cổ phần Môi trường đô thị Cà Mau,Industrial Goods & Services,UPCOM
CAN,Halong Canfoco,Công ty Cổ phần Đồ hộp Hạ Long,Food & Beverage,HNX
CAP,YFATUF,Công ty Cổ phần Lâm nông sản thực phẩm Yên Bái,Basic Resources,HNX
CAT,SEAPRIMEXCO,Công ty Cổ phần Thủy sản Cà Mau,Food & Beverage,UPCOM
