ticker_code,company_name,company_full_name,sector,exchange
CTC,GiaLai CTC,Công ty Cổ phần Gia Lai CTC,Retail,HNX
CTD,COTECCONS,Công ty Cổ phần Xây dựng Coteccons,Construction & Materials,HOSTC
CTF,City Auto Corp.,Công ty Cổ phần City Auto,Automobiles & Parts,HOSTC
CTG,VIETINBANK,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,Banks,HOSTC
CTI,CTC,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Construction & Materials,HOSTC
CTM,"VINAVICO INCOM ., JSC","Công ty Cổ phần Đầu tư, Xây dựng và Khai thác mỏ Vinavico",Construction & Materials,OTC
CTN,Vinavico.JSC,Công ty Cổ phần Xây dựng Công trình ngầm,Construction & Materials,UPCOM
CTP,THUONGPHU COFFEE JSC,Công ty cổ phần Cà phê Thương Phú,Food & Beverage,HNX
CTR,Công trình Viettel,Công ty cổ phần Công trình Viettel,Telecommunications,UPCOM
CTS,VIETINBANKSC,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Financial Services,HOSTC
