ticker_code,company_name,company_full_name,sector,exchange
VNN,"Vietnamnet Invest., JSC",Công ty Cổ phần Đầu tư và Thương mại VNN,Real Estate,OTC
VNP,VINAPLAST,Công ty Cổ phần nhựa Việt Nam,Chemicals,UPCOM
VNR,VINARE,Tổng Công ty Cổ phần tái bảo hiểm quốc gia Việt Nam,Insurance,HNX
VNS,Vinasun Corp,Công ty Cổ phần Ánh Dương Việt Nam,Travel & Leisure,HOSTC
VNT,"VNLOGISTICS.,JSC",Công ty Cổ phần Giao nhận Vận tải Ngoại thương,Industrial Goods & Services,HNX
VNX,VINEXAD,Công ty Cổ phần Quảng cáo và Hội chợ thương mại,Media,UPCOM
VNY,"VINAVETCO.,JSC",Công ty cổ phần Thuốc Thú y Trung Ương I,Health Care,UPCOM
VOC,Vocarimex,Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP,Food & Beverage,UPCOM
VOS,VOSCO,Công ty Cổ phần Vận tải biển Việt Nam,Industrial Goods & Services,HOSTC
VPA,VP,Công ty Cổ phần Vận tải Hóa dầu VP,Industrial Goods & Services,UPCOM
