ticker_code,company_name,company_full_name,sector,exchange
S27,SODAJS27,Công ty Cổ phần Sông Đà 27,Construction & Materials,UPCOM
S33,The 333 SUCO,Công ty Cổ phần Mía đường 333,Food & Beverage,OTC
S4A,SHJC,Công ty Cổ phần Thủy điện Sê San 4A,Utilities,HOSTC
S55,Song Da NO 505 JSC,Công ty Cổ phần Sông Đà 505,Construction & Materials,HNX
S72,"SD No 7.02.,SJC",Công ty cổ phần Sông Đà 7.02,Construction & Materials,UPCOM
S74,"SONGDA 7.04.,JSC",Công ty Cổ phần Sông Đà 7.04,Construction & Materials,HNX
S91,SONG DA NO 9.01 JSC,Công ty Cổ phần Sông Đà 9.01,Construction & Materials,OTC
S96,"Song Da No 9.06.,JSC",Công ty Cổ phần Sông Đà 9.06,Construction & Materials,UPCOM
S99,"SONG DA 909.,JSC",Công ty Cổ phần SCI,Construction & Materials,HNX
SAB,SABECO,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn,Food & Beverage,HOSTC
