ticker_code,company_name,company_full_name,sector,exchange
VLG,"Vinalines Logistics .,JSC",Công ty Cổ phần Vinalines Logistics - Việt Nam,Industrial Goods & Services,UPCOM
VLP,VIPUCO JSC,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Industrial Goods & Services,UPCOM
VLW,VWACO,Công ty cổ phần Cấp nước Vĩnh Long,Utilities,UPCOM
VMA,VMIC,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,Automobiles & Parts,UPCOM
VMC,"VIMECO.,JSC",Công ty Cổ phần VIMECO,Construction & Materials,HNX
VMD,VIMEDIMEX,Công ty Cổ phần Y Dược phẩm Vimedimex,Retail,HOSTC
VMG,VIMEXCO GAS,Công ty Cổ phần Thương mại và Dịch vụ dầu khí Vũng Tàu,Utilities,UPCOM
VMI,VISACO,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,Construction & Materials,HNX
VMS,VIMADECO,Công ty Cổ phần Phát triển Hàng hải,Industrial Goods & Services,HNX
VNA,VINASHIP,Công ty Cổ phần vận tải biển VINASHIP,Industrial Goods & Services,UPCOM
