ticker_code,company_name,company_full_name,sector,exchange
CAV,CADIVI,Công ty Cổ phần dây cáp điện Việt Nam,Industrial Goods & Services,HOSTC
CBI,CISCO,Công ty Cổ phần Gang thép Cao Bằng,Basic Resources,UPCOM
CBS,CTCP Mía đường Cao Bằng,Công ty Cổ phần Mía đường Cao Bằng,Food & Beverage,UPCOM
CC1,CC1,Tổng Công ty Xây dựng Số 1 – CTCP,Construction & Materials,UPCOM
CC4,ICON4,Công ty Cổ phần Đầu tư và Xây dựng số 4,Construction & Materials,UPCOM
CCH,CCIC,Công ty cổ phần Tư vấn và Đầu tư Xây dựng CCIC Hà Nội,Construction & Materials,UPCOM
CCI,CIDICO,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Retail,HOSTC
CCL,PVCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Real Estate,HOSTC
CCM,CANTXIMEX,Công ty Cổ phần Khoáng Sản Và Xi Măng Cần Thơ,Construction & Materials,UPCOM
CCP,Cua Cam Port JSC,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Industrial Goods & Services,UPCOM
