ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ACB,2019-08-27,22.4,22.6,22.3,22.5,22.467,22.5,1016097.0,
ACB,2019-08-26,22.5,22.5,22.1,22.5,22.267,22.5,1015427.0,14000.0
ACB,2019-08-23,22.7,22.8,22.4,22.6,22.529,22.6,815330.0,
ACB,2019-08-22,22.5,22.8,22.4,22.7,22.628,22.7,1653260.0,
ACB,2019-08-21,22.2,22.4,22.1,22.3,22.295,22.3,2791144.0,84.0
ACB,2019-08-20,22.1,22.3,22.1,22.2,22.165,22.2,1318890.0,
ACB,2019-08-19,22.0,22.3,21.9,22.0,22.047,22.0,1209980.0,
