ticker_code,company_name,company_full_name,sector,exchange
M10,GARCO 10,Tổng công ty May 10 - Công ty Cổ phần,Personal & Household Goods,UPCOM
MAC,MASERCO,Công ty Cổ phần Cung ứng và Dịch vụ kỹ thuật hàng hải,Industrial Goods & Services,HNX
MAS,MASCO,Công ty Cổ phần Dịch vụ hàng không sân bay Đà Nẵng,Industrial Goods & Services,HNX
MAX,MMC,Công ty Cổ phần Khai khoáng và Cơ khí Hữu nghị Vĩnh Sinh,Industrial Goods & Services,OTC
MBB,MBB,Ngân hàng Thương mại Cổ phần Quân đội,Banks,HOSTC
MBFG,MobiFone Global,Công ty Cổ phần Công nghệ MobiFone Toàn Cầu,Telecommunications,OTC
MBG,"Vidico.,Jsc",Công ty Cổ phần Đầu tư Phát triển xây dựng và Thương mại Việt Nam,Construction & Materials,HNX
MBN,Bac Ninh Urenco,Công ty cổ phần Môi trường và Công trình đô thị Bắc Ninh,Industrial Goods & Services,UPCOM
MBS,MBS,Công ty Cổ phần chứng khoán MB,Financial Services,HNX
MC3,Mico 3 - Vimico,Công ty cổ phần Khoáng sản 3 - Vimico,Basic Resources,UPCOM
