ticker_code,company_name,company_full_name,sector,exchange
KISVN,Công ty Cổ phần Chứng khoán KIS Việt Nam,Công ty Cổ phần Chứng khoán KIS Việt Nam,Financial Services,OTC
KKC,KKC,Công ty Cổ phần Kim khí KKC,Basic Resources,HNX
KLB,KienLong Bank,Ngân hàng Thương mại Cổ phần Kiên Long,Banks,UPCOM
KLF,CFS JSC,Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,Travel & Leisure,HNX
KLS,KLS,Công ty Cổ phần Chứng khoán Kim Long,Financial Services,OTC
KMR,Mirae JSC,Công ty Cổ phần Mirae,Personal & Household Goods,HOSTC
KMT,CEVIMETAL,Công ty Cổ phần Kim khí Miền Trung,Basic Resources,HNX
KOS,"KOSY.,JSC",Công ty cổ phần Kosy,Real Estate,HOSTC
KPF,"HM FINANCE INVEST., JSC",Công ty cổ phần Đầu tư Tài chính Hoàng Minh,Construction & Materials,HOSTC
KSA,Binh Thuan Mineral,Công ty Cổ phần Công Nghiệp Khoáng Sản Bình Thuận,Basic Resources,OTC
