ticker_code,company_name,company_full_name,sector,exchange
PGI,PJICO,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Insurance,HOSTC
PGN,"PGN.,JSC",Công ty cổ phần Phụ Gia Nhựa,Chemicals,HNX
PGS,PV Gas South JSC,Công ty Cổ phần Kinh doanh khí hóa lỏng miền Nam,Utilities,HNX
PGT,PGT Holdings,Công ty cổ phần PGT Holdings,Industrial Goods & Services,HNX
PGV,EVNGENCO 3,Tổng Công ty Phát điện 3 - Công ty cổ phần,Utilities,UPCOM
PHC,"Phuc Hung Holdings.,JSC",Công ty Cổ phần Xây dựng Phục Hưng Holdings,Construction & Materials,HOSTC
PHH,"Hồng Hà Việt Nam.,JSC",Công ty Cổ phần Hồng Hà Việt Nam,Construction & Materials,UPCOM
PHN,HABACO,Công ty cổ phần Pin Hà Nội,Industrial Goods & Services,HNX
PHP,Port of HaiPhong,Công ty Cổ phần Cảng Hải Phòng,Industrial Goods & Services,HNX
PHR,PHURUCO,Công ty Cổ phần Cao su Phước Hòa,Chemicals,HOSTC
