ticker_code,company_name,company_full_name,sector,exchange
FID,"VNDINVEST.,JSC",Công ty Cổ phần đầu tư và phát triển doanh nghiệp Việt Nam,Retail,HNX
FIR,FIRST REAL. JSC,Công ty Cổ phần Địa ốc First Real,Real Estate,HOSTC
FIT,"F.I.T GROUP., JSC",Công ty cổ phần Tập đoàn F.I.T,Real Estate,HOSTC
FLC,FLC. JSC,Công ty Cổ phần Tập đoàn FLC,Real Estate,HOSTC
FMC,FIMEX VN,Công ty Cổ phần Thực phẩm Sao Ta,Food & Beverage,HOSTC
FOC,FPT Online,Công ty cổ phần Dịch vụ Trực tuyến FPT,Telecommunications,UPCOM
FOX,FPT Telecom,Công ty Cổ phần Viễn thông FPT,Telecommunications,UPCOM
FPT,FPT Corp.,Công ty Cổ phần FPT,Technology,HOSTC
FRC,Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam,Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam,Basic Resources,UPCOM
FRM,Lâm nghiệp Sài Gòn,Công ty Cổ phần Lâm nghiệp Sài Gòn,Basic Resources,UPCOM
