ticker_code,company_name,company_full_name,sector,exchange
NPH,NPH,Công ty cổ phần Khách sạn Bưu điện Nha Trang,Travel & Leisure,UPCOM
NPS,NPS,Công ty Cổ phần May Phú Thịnh - Nhà Bè,Personal & Household Goods,UPCOM
NQB,NQB,Công ty Cổ phần Cấp thoát nước Quảng Bình,Utilities,UPCOM
NQN,QUAWACO,Công ty Cổ phần Nước sạch Quảng Ninh,Utilities,UPCOM
NQT,QTWACO,Công ty cổ phần Nước sạch Quảng Trị,Utilities,UPCOM
NRC,NETLAND,Công ty Cổ phần Bất động sản NETLAND,Real Estate,HNX
NS2,CTCP Nước sạch số 2 Hà Nội,Công ty Cổ phần Nước sạch số 2 Hà Nội,Utilities,UPCOM
NS3,HAWACOM3.JSC,Công ty Cổ phần sản xuất kinh doanh nước sạch số 3 Hà Nội,Utilities,UPCOM
NSC,VINASEED,Công ty Cổ phần Giống cây trồng Trung Ương,Food & Beverage,HOSTC
NSG,NSG,Công ty Cổ phần Nhựa Sài Gòn,Construction & Materials,UPCOM
