ticker_code,company_name,company_full_name,sector,exchange
QTP,EVNTPC Quang Ninh,Công ty Cổ phần Nhiệt điện Quảng Ninh,Utilities,UPCOM
RAL,RALACO,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Industrial Goods & Services,HOSTC
RAT,RATRACO,Công ty Cổ phần Vận tải và Thương mại Đường Sắt,Industrial Goods & Services,UPCOM
RBC,RUBICO,Công ty cổ phần Công nghiệp và Xuất nhập khẩu Cao su,Personal & Household Goods,UPCOM
RCC,"RCC.,JSC",Công ty cổ phần Tổng Công ty Công trình Đường sắt,Construction & Materials,UPCOM
RCD,RCC,Công ty Cổ phần xây dựng - địa ốc cao su,Construction & Materials,UPCOM
RCL,CHOLONRES,Công ty Cổ phần Địa ốc Chợ Lớn,Real Estate,HNX
RDP,RDP,Công ty cổ phần Rạng Đông Holding,Industrial Goods & Services,HOSTC
REE,REE CORP.,Công ty Cổ phần Cơ điện lạnh,Industrial Goods & Services,HOSTC
REM,"VINAREMON.,JSC",Công ty Cổ phần Tu bổ Di tích Trung Ương - Vinaremon,Construction & Materials,OTC
