ticker_code,company_name,company_full_name,sector,exchange
BAX,"Thống Nhất., JSC",Công ty Cổ phần Thống Nhất,Real Estate,HNX
BBC,Bibica,Công ty Cổ phần Bibica,Food & Beverage,HOSTC
BBM,HANABECO,Công ty Cổ phần Bia Hà Nội - Nam Định,Food & Beverage,UPCOM
BBS,BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Industrial Goods & Services,HNX
BBT,BBT,Công ty Cổ phần Bông Bạch Tuyết,Personal & Household Goods,UPCOM
BCB,Công ty 397,Công ty cổ phần 397,Basic Resources,UPCOM
BCC,BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Construction & Materials,HNX
BCE,BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Construction & Materials,HOSTC
BCG,BCG,Công ty Cổ phần Bamboo Capital,Industrial Goods & Services,HOSTC
BCI,BCCI,Công ty Cổ phần Đầu tư xây dựng Bình Chánh,Real Estate,OTC
