ticker_code,company_name,company_full_name,sector,exchange
HES,"HASECO.,CORP",Công ty cổ phần Dịch vụ Giải trí Hà Nội,Travel & Leisure,UPCOM
HEV,HEVOBCO JSC,Công ty Cổ phần Sách Đại học - Dạy nghề,Media,HNX
HFB,CTCP Công trình Cầu phà Thành phố Hồ Chí Minh,Công ty cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,Construction & Materials,UPCOM
HFC,"HFC.,CORP",Công ty Cổ phần Xăng dầu chất đốt Hà Nội,Utilities,UPCOM
HFS,Hafasco,Công ty cổ phần Thương mại Dịch vụ Thời trang Hà Nội,Personal & Household Goods,UPCOM
HFT,HFT,Công ty Cổ phần Chứng khoán HFT,Financial Services,UPCOM
HFX,HAFOREXIM,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Construction & Materials,UPCOM
HGM,HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Basic Resources,HNX
HGW,HAWASUCO,Công ty Cổ phần Cấp thoát nước - Công trình đô thị Hậu Giang,Construction & Materials,UPCOM
HHA,HONG HA SJC,Công ty Cổ phần văn phòng phẩm Hồng Hà,Personal & Household Goods,UPCOM
