ticker_code,company_name,company_full_name,sector,exchange
PTD,Phuc Thinh,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Construction & Materials,HNX
PTE,PTE,Công ty Cổ phần Xi măng Phú Thọ,Construction & Materials,UPCOM
PTG,Phan Thiet Gamex Co,Công ty Cổ phần May xuất khẩu Phan Thiết,Personal & Household Goods,UPCOM
PTH,PTS Hà Tây,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Industrial Goods & Services,UPCOM
PTI,PTI,Tổng Công ty Cổ phần bảo hiểm bưu điện,Insurance,HNX
PTK,PTK,Công ty Cổ phần Luyện Kim Phú Thịnh,Basic Resources,UPCOM
PTL,PETROLAND,Công ty Cổ phần Đầu tư hạ tầng và Đô thị Dầu khí,Construction & Materials,HOSTC
PTM,PTM JSC,"Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ôtô PTM",Industrial Goods & Services,OTC
PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Telecommunications,UPCOM
PTP,PTP,Công ty Cổ phần Dịch vụ Viễn thông và In bưu điện,Media,UPCOM
