ticker_code,company_name,company_full_name,sector,exchange
DNC,HEWMAC,Công ty Cổ phần Điện nước lắp máy Hải Phòng,Construction & Materials,HNX
DND,DNC,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Construction & Materials,UPCOM
DNE,CTCP Môi trường Đô thị Đà Nẵng,Công ty cổ phần Môi trường Đô thị Đà Nẵng,Industrial Goods & Services,UPCOM
DNF,DANAFOOD,Công ty Cổ phần Lương thực Đà Nẵng,Food & Beverage,OTC
DNH,EVNHPC DHD,Công ty cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Utilities,UPCOM
DNL,DANALOG,Công ty Cổ phần Logistic Cảng Đà Nẵng,Industrial Goods & Services,UPCOM
DNM,DANAMECO,Tổng Công ty Cổ phần Y tế Danameco,Health Care,HNX
DNN,Công ty Cổ phần Cấp nước Đà Nẵng,Công ty Cổ phần Cấp nước Đà Nẵng,Utilities,UPCOM
DNP,Donaplast,Công ty Cổ phần Nhựa Đồng Nai,Construction & Materials,HNX
DNR,"QN-DNR.,JSC",Công ty cổ phần Đường sắt Quảng Nam - Đà Nẵng,Industrial Goods & Services,UPCOM
