ticker_code,company_name,company_full_name,sector,exchange
CMG,CMC Corporation,Công ty Cổ phần Tập đoàn Công nghệ CMC,Technology,HOSTC
CMI,"CMISTONE.,JSC",Công ty Cổ phần CMISTONE Việt Nam,Basic Resources,UPCOM
CMK,CKMK,Công ty Cổ phần cơ khí Mạo Khê - Vinacomin,Industrial Goods & Services,UPCOM
CMN,Lương thực thực phẩm Colusa-Miliket,Công ty Cổ phần Lương thực thực phẩm Colusa - Miliket,Food & Beverage,UPCOM
CMP,Cảng Chân Mây,Công ty Cổ phần Cảng Chân Mây,Industrial Goods & Services,UPCOM
CMS,CMVIETNAM,Công ty cổ phần CMVIETNAM,Industrial Goods & Services,HNX
CMT,"INFONET.,JSC",Công ty Cổ phần Công nghệ Mạng và Truyền thông,Technology,UPCOM
CMV,CAMEX,Công ty Cổ phần Thương Nghiệp Cà Mau,Retail,HOSTC
CMW,CAWACO,Công ty Cổ phần cấp nước Cà Mau,Utilities,UPCOM
CMX,Camimex Group,Công ty cổ phần Camimex Group,Food & Beverage,HOSTC
