ticker_code,company_name,company_full_name,sector,exchange
SVT,SAVITECH,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Media,HOSTC
SWC,SOWATCO,Tổng Công ty Cổ phần Đường sông Miền Nam,Industrial Goods & Services,UPCOM
SZC,SZC,Công ty cổ phần Sonadezi Châu Đức,Construction & Materials,HOSTC
SZE,SZE,Công ty cổ phần Môi trường Sonadezi,Industrial Goods & Services,UPCOM
SZL,SZL,Công ty Cổ phần Sonadezi Long Thành,Real Estate,HOSTC
T12,"TRANGTHI.,JSC",Công ty Cổ phần Thương mại Dịch vụ Tràng Thi,Retail,UPCOM
TA3,"386 INCON.,JSC",Công ty Cổ phần Đầu tư và Xây lắp Thành An 386,Construction & Materials,UPCOM
TA6,"INCO 665., JSC",Công ty cổ phần Đầu tư và Xây lắp Thành An 665,Construction & Materials,UPCOM
TA9,Continta 96 JSC,Công ty Cổ phần Xây lắp Thành An 96,Construction & Materials,HNX
TAC,TAOIL,Công ty Cổ phần Dầu thực vật Tường An,Food & Beverage,HOSTC
