ticker_code,company_name,company_full_name,sector,exchange
SBD,SBD HITEK,Công ty cổ phần Công nghệ cao Sao Bắc Đẩu,Technology,UPCOM
SBH,SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,Utilities,UPCOM
SBL,Bia Sài Gòn - Bạc Liêu,Công ty cổ phần Bia Sài Gòn - Bạc Liêu,Food & Beverage,UPCOM
SBM,"SBM.,JSC",Công ty cổ phần Đầu tư Phát triển Bắc Minh,Utilities,UPCOM
SBS,Sacombank-SBS,Công ty Cổ phần Chứng khoán Ngân hàng Sài Gòn Thương tín,Financial Services,UPCOM
SBT,TTC - BH,Công ty Cổ phần Thành Thành Công - Biên Hòa,Food & Beverage,HOSTC
SBV,SBVN,Công ty Cổ phần Siam Brothers Việt Nam,Construction & Materials,HOSTC
SC5,SC5,Công ty Cổ phần Xây dựng số 5,Construction & Materials,HOSTC
SCC,HUNGLONG TRADING INVESTMENT JSC,Công ty Cổ phần Đầu tư thương mại Hưng Long Tỉnh Hòa Bình,Construction & Materials,UPCOM
SCD,CDBECO,Công ty Cổ phần Nước Giải khát Chương Dương (CDBECO),Food & Beverage,HOSTC
