ticker_code,company_name,company_full_name,sector,exchange
TQN,TQN,Công ty Cổ phần Thông Quảng Ninh,Basic Resources,UPCOM
TQW,"TUWASE CO.,KSC",Công ty Cổ phần Cấp thoát nước Tuyên Quang,Utilities,UPCOM
TRA,TRAPHACO,Công ty Cổ phần Traphaco,Health Care,HOSTC
TRC,TANIRUCO,Công ty Cổ phần Cao su Tây Ninh,Chemicals,HOSTC
TRS,TRA-SAS,Công ty Cổ phần Vận tải và Dịch vụ Hàng hải,Industrial Goods & Services,UPCOM
TRT,"TRUCTHON., JSC",Công ty cổ phần Trúc Thôn,Construction & Materials,UPCOM
TS3,Công ty TNHH Một Thành viên 532,Công ty TNHH Một Thành viên 532,Construction & Materials,UPCOM
TS4,SEAPRIEXCO No 4,Công ty Cổ phần Thủy sản số 4,Food & Beverage,HOSTC
TS5,Công ty TNHH Một Thành viên 145,Công ty TNHH Một Thành viên 145,Construction & Materials,UPCOM
TSB,TIBACO,Công ty Cổ phần Ắc quy Tia sáng,Industrial Goods & Services,HNX
