ticker_code,company_name,company_full_name,sector,exchange
RGC,PV -INCONESS,Công ty Cổ phần Đầu tư PV-Inconess,Travel & Leisure,UPCOM
RHC,RNII - HJSC,Công ty Cổ phần Thủy điện Ry Ninh II,Utilities,OTC
RHN,Công ty Đường sắt Hà Ninh,Công ty cổ phần Đường sắt Hà Ninh,Industrial Goods & Services,UPCOM
RIC,Royal International Corp,Công ty Cổ phần Quốc tế Hoàng Gia,Travel & Leisure,HOSTC
RLC,"LC ROAD.,JSC",Công ty cổ phần Đường bộ Lào Cai,Construction & Materials,UPCOM
ROS,"FAROS .,CORP",Công ty cổ phần Xây dựng FLC Faros,Construction & Materials,HOSTC
RTB,TABIRUCO (TBRC),Công ty cổ phần Cao su Tân Biên,Chemicals,UPCOM
RTH,"Thanh Hoa Railway Co.,Jst",Công ty cổ phần Đường sắt Thanh Hóa,Industrial Goods & Services,UPCOM
RTS,CTCP Thông tin tín hiệu Đường sắt Đà Nẵng,Công ty cổ phần Thông tin tín hiệu Đường sắt Đà Nẵng,Industrial Goods & Services,UPCOM
S12,Song Da 12 JSC,Công ty Cổ phần Sông Đà 12,Construction & Materials,UPCOM
