ticker_code,company_name,company_full_name,sector,exchange
UPC,VT.UPC,Công ty cổ phần Phát triển công viên cây xanh và Đô thị Vũng Tàu,Industrial Goods & Services,UPCOM
UPH,UPHACE,Công ty Cổ phần Dược phẩm TW25,Health Care,UPCOM
USC,USCO,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Construction & Materials,UPCOM
USD,SPWC,Công ty cổ phần Công trình Đô thị Sóc Trăng,Industrial Goods & Services,UPCOM
V11,VINACONEX No11,Công ty Cổ phần Xây dựng số 11,Construction & Materials,UPCOM
V12,"VINACONEX 12.,JSC",Công ty Cổ phần Xây dựng số 12,Construction & Materials,HNX
V15,VINACONEX No 15 JSC,Công ty Cổ phần Xây dựng số 15,Construction & Materials,UPCOM
V21,VINACONEX 21 JSC,Công ty Cổ phần Vinaconex 21,Construction & Materials,HNX
VAF,VADFCO,Công ty Cổ phần Phân lân nung chảy Văn Điển,Chemicals,HOSTC
VAT,VAN XUAN VT CORP,Công ty cổ phần VT Vạn Xuân,Technology,HNX
