ticker_code,company_name,company_full_name,sector,exchange
VAV,"VIWACO., JSC",Công ty cổ phần VIWACO,Utilities,UPCOM
VBB,Vietbank,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Banks,UPCOM
VBC,VBC,Công ty Cổ phần Nhựa - Bao bì Vinh,Industrial Goods & Services,HNX
VBG,VBG,Công ty cổ phần Địa chất Việt Bắc - TKV,Basic Resources,UPCOM
VBH,VBH,Công ty Cổ phần Điện tử Bình Hoà,Personal & Household Goods,UPCOM
VC1,Vinaconex 1,Công ty Cổ phần Xây dựng số 1,Construction & Materials,HNX
VC2,VINACONEX NO2,Công ty Cổ phần Xây Dựng Số 2,Construction & Materials,HNX
VC3,Vinaconex 3,Công ty Cổ phần Xây dựng số 3,Construction & Materials,HNX
VC5,Vinaconex No 5 JSC,Công ty Cổ phần Xây dựng số 5_Vinaconex,Construction & Materials,UPCOM
VC6,VISICONS,Công ty cổ phần Xây dựng và Đầu tư Visicons,Construction & Materials,HNX
