ticker_code,company_name,company_full_name,sector,exchange
BTC,BTC,Công ty Cổ phần cơ khí và xây dựng Bình Triệu,Industrial Goods & Services,UPCOM
BTD,Công ty cổ phần Bê tông Ly tâm Thủ Đức,Công ty cổ phần Bê tông Ly tâm Thủ Đức,Construction & Materials,UPCOM
BTG,TIGIPACk,Công ty Cổ phần Bao bì Tiền Giang,Industrial Goods & Services,UPCOM
BTH,"CTBT HN., JSC",Công ty Cổ phần Chế tạo Biến thế và Vật liệu điện Hà Nội,Industrial Goods & Services,UPCOM
BTN,BITCO,Công ty cổ phần Gạch Tuy Nen Bình Định,Construction & Materials,UPCOM
BTP,BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,Utilities,HOSTC
BTR,"BTTR.,JSC",Công ty cổ phần Đường sắt Bình Trị Thiên,Industrial Goods & Services,UPCOM
BTS,VICEM BUTSON,Công ty Cổ phần Xi măng VICEM Bút Sơn,Construction & Materials,HNX
BTT,Ben Thanh TSC,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Retail,HOSTC
BTU,CTCP Đô Thị Bến Tre,Công ty cổ phần Công trình Đô thị Bến Tre,Construction & Materials,UPCOM
