ticker_code,company_name,company_full_name,sector,exchange
PMP,DPMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Industrial Goods & Services,HNX
PMS,PMSC,Công ty Cổ phần Cơ khí Xăng dầu,Industrial Goods & Services,HNX
PMT,TELVINA,Công ty Cổ phần vật liệu bưu điện TELVINA,Technology,UPCOM
PMW,Phu My Wasuco,Công ty cổ phần Cấp nước Phú Mỹ,Utilities,UPCOM
PNB,Southern Bank,Ngân hàng Thương mại Cổ phần Phương Nam,Banks,OTC
PNC,PNC,Công ty Cổ phần văn hoá Phương Nam,Retail,HOSTC
PND,PV OIL Nam Dinh,Công ty cổ phần Xăng dầu Dầu khí Nam Định,Oil & Gas,UPCOM
PNG,PNCo,Công ty cổ phần thương mại Phú Nhuận,Food & Beverage,UPCOM
PNJ,"PNJ.,JSC",Công ty Cổ phần Vàng bạc đá quý Phú Nhuận,Personal & Household Goods,HOSTC
PNP,Công ty Cổ phần Tân Cảng - Phú Hữu,Công ty Cổ phần Tân Cảng - Phú Hữu,Industrial Goods & Services,UPCOM
