ticker_code,company_name,company_full_name,sector,exchange
BTV,BENTHANH TOURIST,Công ty Cổ phần Dịch vụ du lịch Bến Thành,Travel & Leisure,UPCOM
BTW,BTW,Công ty Cổ phần Cấp nước Bến Thành,Utilities,HNX
BUD,Công ty cổ phần Thoát nước và Phát triển khoa học công nghệ Việt,Công ty cổ phần Thoát nước và Phát triển khoa học công nghệ Việt,Construction & Materials,UPCOM
BVB,Ngân hàng Thương mại Cổ phần Bảo Việt,Ngân hàng Thương mại Cổ phần Bảo Việt,Banks,OTC
BVG,"BACVIET STEEL.,JSC",Công ty Cổ phần Thép Bắc Việt,Construction & Materials,UPCOM
BVH,Tập đoàn Bảo Việt,Tập đoàn Bảo Việt,Insurance,HOSTC
BVN,VCC,Công ty Cổ phần Bông Việt Nam,Personal & Household Goods,UPCOM
BVS,BVSC,Công ty Cổ phần Chứng khoán Bảo Việt,Financial Services,HNX
BWA,BLAOWACO,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,Utilities,UPCOM
BWE,BIWASE,Công ty Cổ phần Nước - Môi trường Bình Dương,Utilities,HOSTC
