ticker_code,company_name,company_full_name,sector,exchange
CE1,CIE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,Industrial Goods & Services,UPCOM
CEC,CECO,Công ty Cổ phần Thiết kế Công nghiệp Hóa chất,Construction & Materials,UPCOM
CEE,CII E&C,Công ty Cổ phần Xây dựng Hạ tầng CII,Construction & Materials,HOSTC
CEG,CIE GROUP,Công ty Cổ phần Tập đoàn Xây dựng và thiết bị Công nghiệp,Construction & Materials,UPCOM
CEN,"CENCON., JSC",Công ty Cổ phần Dịch vụ Hàng Không Cencon Việt Nam,Retail,UPCOM
CEO,"CEOGROUP.,JSC",Công ty Cổ phần Tập Đoàn C.E.O,Real Estate,HNX
CER,CERCO,Công ty Cổ phần Địa chính và Tài nguyên môi trường,Real Estate,OTC
CET,"TECH-VINA.,JSC",Công ty Cổ phần Tech - Vina,Chemicals,HNX
CFC,CAFICO VIETNAM,Công ty Cổ phần Cafico Việt Nam,Food & Beverage,UPCOM
CFV,CA PHE THANG LOI - CT,Công ty TNHH MTV Cà phê Thắng Lợi,Food & Beverage,UPCOM
