ticker_code,company_name,company_full_name,sector,exchange
DTV,DTV,Công ty Cổ phần phát triển điện nông thôn Trà Vinh,Construction & Materials,UPCOM
DVC,DVC,Công ty Cổ phần Thương mại dịch vụ tổng hợp Cảng Hải Phòng,Utilities,UPCOM
DVD,Vien Dong Pharma JSC,Công ty Cổ phần Dược phẩm Viễn Đông,Health Care,OTC
DVH,"VIHEM., JSC",Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Industrial Goods & Services,OTC
DVN,Vinapharm,Tổng công ty Dược Việt Nam - CTCP,Health Care,UPCOM
DVP,Dinh Vu Port,Công ty Cổ phần Đầu tư và Phát triển cảng Đình Vũ,Industrial Goods & Services,HOSTC
DVW,DWCS,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Utilities,UPCOM
DWS,DOWASEN,Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp,Utilities,UPCOM
DX2,Công ty 319.2,Công ty cổ phần Đầu tư và Xây dựng 319.2,Construction & Materials,UPCOM
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh,Real Estate,HOSTC
