ticker_code,company_name,company_full_name,sector,exchange
TSC,TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,Food & Beverage,HOSTC
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Công ty Cổ phần Du lịch Trường Sơn Coecco,Travel & Leisure,UPCOM
TSG,TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Industrial Goods & Services,UPCOM
TSJ,HANOI TOSERCO,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Travel & Leisure,UPCOM
TSM,TISOCO,Công ty Cổ phần Xi măng Tiên Sơn Hà Tây,Construction & Materials,OTC
TST,TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Technology,HNX
TTB,Tien Bo Group,Công ty Cổ phần Tập đoàn Tiến Bộ,Construction & Materials,HOSTC
TTC,TTC,Công ty Cổ phần Gạch men Thanh Thanh,Construction & Materials,HNX
TTD,TAM DUC CO.,Công ty cổ phần Bệnh viện Tim Tâm Đức,Health Care,UPCOM
TTE,"TTE.,JSC",Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,Utilities,HOSTC
