ticker_code,company_name,company_full_name,sector,exchange
LAS,LAFCHEMCO,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Chemicals,HNX
LAW,LAW,Công ty Cổ phần Cấp thoát nước Long An,Utilities,UPCOM
LBC,Long Bien JSC,Công ty cổ phần Thương mại - Đầu tư Long Biên,Retail,UPCOM
LBE,LABECO,Công ty Cổ phần Sách và Thiết bị trường học Long An,Media,HNX
LBM,LBM,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Construction & Materials,HOSTC
LCC,LCC,Công ty Cổ phần Xi măng Lạng Sơn,Construction & Materials,UPCOM
LCD,LILAMA.TESTING,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Industrial Goods & Services,HNX
LCG,LICOGI 16,Công ty Cổ phần LICOGI 16,Construction & Materials,HOSTC
LCM,LaoCai JSC,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Basic Resources,HOSTC
LCS,"LICOGI 16.6., JSC",Công ty Cổ phần Licogi 166,Construction & Materials,HNX
