ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ABC,2019-08-27,10.0,10.2,10.0,10.0,10.004,10.0,10500.0,1000.0
ABC,2019-08-26,10.0,10.0,9.9,10.0,9.998,10.0,4420.0,1000.0
ABC,2019-08-23,10.6,10.6,9.9,10.1,10.114,10.1,35100.0,
ABC,2019-08-22,10.2,10.4,10.2,10.4,10.267,10.4,16120.0,
ABC,2019-08-21,10.7,10.7,10.2,10.3,10.325,10.3,44801.0,
ABC,2019-08-20,10.4,10.5,10.3,10.5,10.465,10.5,10217.0,
ABC,2019-08-19,10.3,10.8,10.2,10.4,10.627,10.4,19600.0,
