ticker_code,company_name,company_full_name,sector,exchange
PSD,Petrosetco Distribution JSC,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Technology,HNX
PSE,PVFCCo SE,Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ,Chemicals,HNX
PSG,PSG Construction,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Construction & Materials,UPCOM
PSI,PSI,Công ty Cổ phần Chứng khoán Dầu khí,Financial Services,HNX
PSL,Phu Son Livestock Company,Công ty Cổ phần Chăn nuôi Phú Sơn,Food & Beverage,UPCOM
PSN,PTSC Thanh Hóa,Công ty cổ phần Cảng Dịch vụ Dầu khí Tổng hợp PTSC Thanh Hóa,Oil & Gas,UPCOM
PSP,PTSC Đình Vũ,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Industrial Goods & Services,UPCOM
PSW,PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Chemicals,HNX
PTB,PTB,Công ty cổ phần Phú Tài,Construction & Materials,HOSTC
PTC,"PTIC.,JSC",Công ty Cổ phần Đầu tư và Xây dựng Bưu điện,Construction & Materials,HOSTC
