ticker_code,company_name,company_full_name,sector,exchange
SDD,Song Da IC,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Construction & Materials,UPCOM
SDE,SEEC,Công ty Cổ phần Kỹ thuật điện Sông Đà,Construction & Materials,UPCOM
SDF,,Công ty Tài chính cổ phần Sông Đà,Financial Services,OTC
SDG,SADICO CANTHO,Công ty Cổ phần SADICO Cần Thơ,Industrial Goods & Services,HNX
SDH,"SIC.,JSC",Công ty Cổ phần Xây dựng hạ tầng sông Đà,Construction & Materials,UPCOM
SDI,SAIDONG JSC,Công ty Cổ phần Đầu tư và Phát triển Đô thị Sài Đồng,Real Estate,UPCOM
SDJ,Song Da 25 JSC,Công ty Cổ phần Sông Đà 25,Construction & Materials,UPCOM
SDK,SADAKIM,Công ty Cổ phần Cơ khí Luyện kim,Construction & Materials,UPCOM
SDN,DONAPACO,Công ty Cổ phần Sơn Đồng Nai,Construction & Materials,HNX
SDP,SDP,Công ty cổ phần SDP,Construction & Materials,UPCOM
