ticker_code,company_name,company_full_name,sector,exchange
SHG,SONGHONG CORP,Tổng Công ty Cổ phần Sông Hồng,Construction & Materials,UPCOM
SHI,"SONHA.,CORP",Công ty Cổ phần Quốc tế Sơn Hà,Personal & Household Goods,HOSTC
SHN,HANIC,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Construction & Materials,HNX
SHP,SHP,Công ty Cổ phần Thủy điện miền Nam,Utilities,HOSTC
SHS,SHS,Công ty Cổ phần Chứng khoán Sài Gòn Hà Nội,Financial Services,HNX
SHV,HAVICO,Công ty Cổ phần Hải Việt,Food & Beverage,OTC
SHX,CTCP Sài Gòn Hỏa xa,Công ty cổ phần Sài Gòn Hỏa xa,Personal & Household Goods,UPCOM
SIC,ANI,Công ty Cổ phần ANI,Construction & Materials,HNX
SID,SCID JSC,Công ty Cổ phần Đầu tư Phát triển Sài Gòn CO.OP,Real Estate,UPCOM
SII,SAIGON WATER,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Real Estate,HOSTC
