ticker_code,company_name,company_full_name,sector,exchange
HHC,HAIHACO,Công ty Cổ phần Bánh kẹo Hải Hà,Food & Beverage,HNX
HHG,Hoang Ha JSC,Công ty Cổ phần Hoàng Hà,Industrial Goods & Services,HNX
HHN,Vận tải và Dịch vụ hàng hóa Hà Nội,Công ty cổ phần Vận tải và Dịch vụ hàng hóa Hà Nội,Industrial Goods & Services,UPCOM
HHP,Công ty cổ phần Giấy Hoàng Hà Hải Phòng,Công ty cổ phần Giấy Hoàng Hà Hải Phòng,Basic Resources,HNX
HHR,Công ty Đường sắt Hà Hải,Công ty cổ phần Đường sắt Hà Hải,Construction & Materials,UPCOM
HHS,HHS,Công ty Cổ phần Đầu tư - Dịch vụ Hoàng Huy,Automobiles & Parts,HOSTC
HHV,HAMADECO,Công ty cổ phần quản lý và khai thác hầm đường bộ Hải Vân,Industrial Goods & Services,UPCOM
HID,"HALCOM., JSC",Công ty Cổ phần Halcom Việt Nam,Construction & Materials,HOSTC
HIG,"HIPT Group.,.JSC",Công ty Cổ phần Tập đoàn HIPT,Technology,UPCOM
HII,"AnTien Industries.,.JSC",Công ty Cổ phần An Tiến Industries,Basic Resources,HOSTC
