ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ABI,2019-08-27,29.7,31.7,29.4,29.4,29.814,29.4,2900.0,
ABI,2019-08-26,29.4,31.9,29.0,29.0,29.772,29.0,2500.0,
ABI,2019-08-23,31.8,32.4,29.4,29.4,31.643,29.4,700.0,
ABI,2019-08-22,29.9,31.8,29.0,29.8,29.542,29.8,3100.0,
ABI,2019-08-21,29.9,29.9,29.1,29.1,29.168,29.1,2800.0,
ABI,2019-08-20,29.1,29.9,28.9,28.9,29.116,28.9,6700.0,
ABI,2019-08-19,30.3,30.3,30.0,30.0,30.1,30.0,300.0,
