ticker_code,company_name,company_full_name,sector,exchange
PXM,PVC-MT,Công ty Cổ phần Xây lắp Dầu khí miền Trung,Construction & Materials,UPCOM
PXS,PVC-MS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Construction & Materials,HOSTC
PXT,DOBC,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Construction & Materials,HOSTC
PYU,Công ty CP Môi trường và Công trình đô thị Phúc Yên,Công ty cổ phần Môi trường và Công trình đô thị Phúc Yên,Industrial Goods & Services,UPCOM
QBR,CTCP Đường sắt Quảng Bình,Công ty cổ phần Đường sắt Quảng Bình,Industrial Goods & Services,UPCOM
QBS,Quang Binh JSC,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Chemicals,HOSTC
QCC,QCC,Công ty Cổ phần Đầu tư xây dựng và phát triển hạ tầng viễn thông,Construction & Materials,UPCOM
QCG,QCGL,Công ty Cổ phần Quốc Cường Gia Lai,Real Estate,HOSTC
QHD,VIWELCO,Công ty Cổ phần Que hàn Việt Đức,Construction & Materials,HNX
QHW,QNWCORP,Công ty Cổ phần nước khoáng Quảng Ninh,Food & Beverage,UPCOM
