ticker_code,company_name,company_full_name,sector,exchange
BMF,Công ty CP VLXD và Chất đốt Đồng Nai,Công ty Cổ phần Vật liệu xây dựng và Chất đốt Đồng Nai,Retail,UPCOM
BMG,BMIG,Công ty Cổ phần May Bình Minh,Personal & Household Goods,UPCOM
BMI,BAOMINH,Tổng Công ty Cổ phần Bảo Minh,Insurance,HOSTC
BMJ,AHP MINERALS,Công ty cổ phần khoáng sản Miền Đông AHP,Basic Resources,UPCOM
BMN,Công ty 715,Công ty cổ phần 715,Construction & Materials,UPCOM
BMP,BMPLASCO,Công ty Cổ phần nhựa Bình Minh,Construction & Materials,HOSTC
BMS,BMSC,Công ty Cổ phần Chứng Khoán Bảo Minh,Financial Services,UPCOM
BMV,VNF1 FLOUR. JSC,Công ty Cổ phần Bột mỳ Vinafood 1,Food & Beverage,UPCOM
BNW,Công ty cổ phần Nước sạch Bắc Ninh,Công ty cổ phần Nước sạch Bắc Ninh,Utilities,UPCOM
BOT,"BOT CAU THAI HA.,JSC",Công ty cổ phần BOT Cầu Thái Hà,Construction & Materials,UPCOM
