ticker_code,company_name,company_full_name,sector,exchange
NAF,Công ty CP Nafoods Group,Công ty Cổ phần Nafoods Group,Food & Beverage,HOSTC
NAG,Nagakawa Group,Công ty Cổ phần Tập đoàn Nagakawa,Personal & Household Goods,HNX
NAP,Cảng Nghệ Tĩnh,Công ty Cổ phần Cảng Nghệ Tĩnh,Industrial Goods & Services,HNX
NAS,NASCO,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Industrial Goods & Services,UPCOM
NAU,URENCONA,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Industrial Goods & Services,UPCOM
NAV,NAVIFICO,Công ty Cổ phần Nam Việt,Construction & Materials,HOSTC
NAW,"NAWAS CO.,JSC",Công ty Cổ phần Cấp nước Nghệ An,Utilities,UPCOM
NBB,577 Corp,Công ty Cổ phần đầu tư Năm Bảy Bảy,Real Estate,HOSTC
NBC,VNBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Basic Resources,HNX
NBE,NBEE,Công ty Cổ phần Sách và Thiết bị giáo dục miền Bắc,Retail,UPCOM
