ticker_code,company_name,company_full_name,sector,exchange
TVD,VVDC,Công ty Cổ phần than Vàng Danh - Vinacomin,Basic Resources,HNX
TVG,"TRICC.,JSC",Công ty Cổ phần Tư vấn đầu tư và Xây dựng giao thông vận tải,Construction & Materials,UPCOM
TVH,CMB,Công ty cổ phần Tư vấn Xây dựng công trình Hàng hải,Construction & Materials,UPCOM
TVM,VIMCC,Công ty cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,Industrial Goods & Services,UPCOM
TVN,VNSTEEL,Tổng công ty Thép Việt Nam - CTCP,Basic Resources,UPCOM
TVP,TV.Pharm,Công ty Cổ phần Dược phẩm TV.Pharm,Health Care,UPCOM
TVS,TVS,Công ty Cổ phần Chứng Khoán Thiên Việt,Financial Services,HOSTC
TVT,VICOTEX,Tổng công ty Việt Thắng - CTCP,Personal & Household Goods,HOSTC
TVU,TRAVINHPCO,Công ty cổ phần Công trình Đô thị Trà Vinh,Industrial Goods & Services,UPCOM
TVW,TRAWACO,Công ty cổ phần Cấp thoát nước Trà Vinh,Utilities,UPCOM
