ticker_code,company_name,company_full_name,sector,exchange
TCM,TCG,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Personal & Household Goods,HOSTC
TCO,TASA DUYENHAI,Công ty Cổ phần Vận tải đa phương thức Duyên Hải,Industrial Goods & Services,HOSTC
TCR,TAICERA,Công ty Cổ phần Công Nghiệp Gốm sứ Taicera,Construction & Materials,HOSTC
TCS,VCASC,Công ty Cổ phần Than Cao Sơn - Vinacomin,Basic Resources,HNX
TCT,Catour,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Travel & Leisure,HOSTC
TCW,Công ty CP Kho vận Tân Cảng,Công ty Cổ phần Kho vận Tân Cảng,Industrial Goods & Services,UPCOM
TDB,DHP,Công ty cổ phần Thủy điện Định Bình,Utilities,UPCOM
TDC,TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Construction & Materials,HOSTC
TDG,"THAI DUONG PETROL., JSC",Công ty Cổ phần Dầu khí Thái Dương,Oil & Gas,HOSTC
TDH,ThuDuc House,Công ty Cổ phần Phát triển nhà Thủ Đức,Real Estate,HOSTC
