ticker_code,company_name,company_full_name,sector,exchange
DAP,DOPACK,Công ty Cổ phần Đông Á,Basic Resources,UPCOM
DAR,Công ty Xe lửa Dĩ An,Công ty Cổ phần Xe lửa Dĩ An,Industrial Goods & Services,UPCOM
DAS,PVM - DAESCO,Công ty Cổ phần Máy – Thiết bị Dầu khí Đà Nẵng,Automobiles & Parts,UPCOM
DAT,TRI.SED.CO,Công ty cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản,Industrial Goods & Services,HOSTC
DBC,DABACO,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Food & Beverage,HOSTC
DBD,Bidiphar,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định (Bidiphar),Health Care,HOSTC
DBF,DBF,Công ty Cổ phần Lương thực Đông Bắc,Food & Beverage,OTC
DBH,Công ty Đường bộ Hải Phòng,Công ty cổ phần Đường bộ Hải Phòng,Industrial Goods & Services,UPCOM
DBM,BAMEPHARM,Công ty Cổ phần Dược - Vật tư y tế Đăk Lăk,Health Care,UPCOM
DBT,BEPHARCO,Công ty Cổ phần Dược phẩm Bến Tre,Health Care,HNX
