ticker_code,company_name,company_full_name,sector,exchange
LMI,LAMA IDICO,Công ty Cổ phần Đầu tư Xây dựng lắp máy IDICO,Construction & Materials,UPCOM
LNC,LENINH JSC,Công ty cổ phần Lệ Ninh,Basic Resources,UPCOM
LO5,LILAMA 5 JSC,Công ty Cổ phần Lilama 5,Construction & Materials,HNX
LPB,LienVietPostBank,Ngân hàng Thương mại Cổ phần Bưu điện Liên Việt,Banks,UPCOM
LQN,CTCP Licogi Quảng Ngãi,Công ty cổ phần LICOGI Quảng Ngãi,Construction & Materials,UPCOM
LSS,LASUCO,Công ty Cổ phần Mía đường Lam Sơn,Food & Beverage,HOSTC
LTC,LTC,Công ty Cổ phần Điện nhẹ Viễn thông,Technology,UPCOM
LTG,Công ty cổ phần Tập đoàn Lộc Trời,Công ty Cổ phần Tập đoàn Lộc Trời,Chemicals,UPCOM
LUT,Công ty cổ phần Lương Tài,Công ty Cổ phần Đầu tư xây dựng Lương Tài,Construction & Materials,HNX
LWS,LAWASUCO,Công ty cổ phần Cấp nước tỉnh Lào Cai,Utilities,UPCOM
