ticker_code,company_name,company_full_name,sector,exchange
IST,ICDST,Công ty cổ phần ICD Tân Cảng Sóng Thần,Industrial Goods & Services,UPCOM
ITA,ITACO,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Real Estate,HOSTC
ITC,INTRESCO,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Real Estate,HOSTC
ITD,ITD Corporation,Công ty Cổ phần Công nghệ Tiên Phong,Technology,HOSTC
ITQ,TQ Group,Công ty Cổ phần Tập đoàn Thiên Quang,Basic Resources,HNX
ITS,V - ITASCO,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Industrial Goods & Services,UPCOM
IVS,IVS,Công ty Cổ phần Chứng khoán Đầu tư Việt Nam,Financial Services,HNX
JOS,Minh Hai Jostoco,Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Food & Beverage,UPCOM
JSC,"HANOCI.,JSC",Công ty Cổ phần Đầu tư và Xây dựng Cầu đường Hà Nội,Construction & Materials,OTC
JVC,"JV.,JSC",Công ty Cổ phần Thiết bị Y tế Việt Nhật,Health Care,HOSTC
