ticker_code,company_name,company_full_name,sector,exchange
VIE,"VITECO VNPT.,JSC",Công ty Cổ phần Công nghệ Viễn thông VITECO,Technology,HNX
VIF,Vinafor,Tổng công ty Lâm nghiệp Việt Nam - Công ty cổ phần,Basic Resources,UPCOM
VIG,VICS,Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam (VICS),Financial Services,HNX
VIH,Công ty Cổ phần Viglacera Hà Nội,Công ty Cổ phần Viglacera Hà Nội,Construction & Materials,UPCOM
VIM,VIM,Công ty Cổ phần Khoáng sản Viglacera,Basic Resources,UPCOM
VIN,Vinatrans,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Industrial Goods & Services,UPCOM
VIP,VIPCO,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Industrial Goods & Services,HOSTC
VIR,VungTau Intourco Resort,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Travel & Leisure,UPCOM
VIS,VISCO,Công ty Cổ phần Thép Việt Ý,Basic Resources,HOSTC
VIT,VIT,Công ty Cổ phần Viglacera Tiên Sơn,Construction & Materials,HNX
