ticker_code,company_name,company_full_name,sector,exchange
KGM,KIGIMEX,Công ty cổ phần Xuất nhập khẩu Kiên Giang,Food & Beverage,UPCOM
KGU,CIC KGU,Công ty Cổ phần Phát triển Đô thị Kiên Giang,Industrial Goods & Services,OTC
KHA,Khahomex,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,Real Estate,UPCOM
KHB,"HBM., JSC",Công ty Cổ phần Khoáng sản Hòa Bình,Basic Resources,UPCOM
KHD,HAMICO,"Công ty cổ phần khai thác, chế biến khoáng sản Hải Dương",Oil & Gas,UPCOM
KHL,CTCP Khoáng sản và Vật liệu Xây dựng Hưng Long,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Construction & Materials,UPCOM
KHP,KHPC,Công ty Cổ phần Điện lực Khánh Hòa,Utilities,HOSTC
KHS,KIHUSEA VN,Công ty Cổ phần Kiên Hùng,Food & Beverage,HNX
KHW,KHAWASSCO,Công ty cổ phần Cấp thoát nước Khánh Hòa,Utilities,UPCOM
KIP,K.I.P Việt Nam,Công ty cổ phần K.I.P Việt Nam,Industrial Goods & Services,UPCOM
