ticker_code,company_name,company_full_name,sector,exchange
VTC,VTC,Công ty Cổ phần viễn thông VTC,Telecommunications,HNX
VTE,VINACAP.JSC,Công ty cổ phần Viễn thông Điện tử VINACAP,Technology,UPCOM
VTG,VUNGTAU TOURIST,Công ty Cổ phần du lịch tỉnh Bà Rịa - Vũng Tàu,Travel & Leisure,UPCOM
VTH,VITHAICO,Công ty Cổ phần Dây Cáp Điện Việt Thái,Technology,HNX
VTI,VINATEXIMEX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Personal & Household Goods,UPCOM
VTJ,VTFI JSC,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Personal & Household Goods,HNX
VTK,Công ty Cổ phần Tư vấn Thiết kế Viettel,Công ty cổ phần Tư vấn Thiết kế Viettel,Technology,UPCOM
VTL,"THANG LONG WINE., JSC",Công ty Cổ phần Vang Thăng Long,Food & Beverage,HNX
VTM,ĐĐTM,Công ty cổ phần Vận Tải và đưa đón thợ mỏ - Vinacomin,Industrial Goods & Services,UPCOM
VTO,VITACO,Công ty Cổ phần Vận tải xăng dầu VITACO,Industrial Goods & Services,HOSTC
