ticker_code,company_name,company_full_name,sector,exchange
FCM,FCM,Công ty Cổ phần Khoáng sản FECON,Basic Resources,HOSTC
FCN,FECON CORP,Công ty Cổ phần FECON,Construction & Materials,HOSTC
FCS,FOODCOSA,Công ty cổ phần Lương thực thành phố Hồ Chí Minh,Food & Beverage,UPCOM
FDC,Công ty cổ phần FIDECO,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Real Estate,HOSTC
FDG,DOCIMEXCO,Công ty Cổ phần DOCIMEXCO,Food & Beverage,UPCOM
FDT,FIDITOUR,Công ty Cổ phần Fiditour,Travel & Leisure,HNX
FGL,Công ty cổ phần Cà phê Gia Lai,Công ty cổ phần Cà phê Gia Lai,Food & Beverage,UPCOM
FHN,VIHAFOODCO,Công ty cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Retail,UPCOM
FHS,FAHASA CORP,Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA,Media,UPCOM
FIC,FICO,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty cổ phần,Construction & Materials,UPCOM
