ticker_code,company_name,company_full_name,sector,exchange
VNB,SAVINA,Công ty cổ phần Sách Việt Nam,Retail,UPCOM
VNC,Vinacontrol,Công ty Cổ phần Tập đoàn Vinacontrol,Industrial Goods & Services,HNX
VND,VNDIRECT,Công ty Cổ phần Chứng khoán VNDIRECT,Financial Services,HOSTC
VNE,VNECO,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Construction & Materials,HOSTC
VNF,VINAFREIGHT,Công ty cổ phần VINAFREIGHT,Industrial Goods & Services,HNX
VNG,TTC Tourist,Công ty Cổ phần Du lịch Thành Thành Công,Travel & Leisure,HOSTC
VNH,Visea Corp,Công ty Cổ phần Thủy hải sản Việt Nhật,Food & Beverage,UPCOM
VNI,VINALAND INVEST CORP.,Công ty Cổ phần Đầu tư bất động sản Việt Nam,Real Estate,UPCOM
VNL,VINALINK,Công ty Cổ phần LOGISTICS VINALINK,Industrial Goods & Services,HOSTC
VNM,VINAMILK,Công ty Cổ phần Sữa Việt Nam,Food & Beverage,HOSTC
